"BusStopID","Longitude","Latitude","BusStopName"
"462","Stop_619",8.7645274,50.8006914,"node/3738168124"
"463","Stop_620",8.7646677,50.8008312,"node/3738170525"
"464","Stop_621",8.759073,50.8048048,"node/3747642194"
"465","Stop_622",8.7157738,50.8422156,"node/3749642405"
"466","Stop_623",8.7729923,50.8140415,"node/3752060553"
"467","Stop_624",8.7725322,50.8141678,"node/3752060555"
"468","Stop_625",8.7728199,50.8142101,"node/3752060556"
"469","Stop_626",8.7728307,50.8142763,"node/3752060557"
"470","Stop_627",8.7725707,50.8141566,"node/3753142556"
"471","Stop_628",8.7728817,50.8148767,"node/3753142557"
"472","Stop_629",8.7728934,50.8150126,"node/3753142558"
"473","Stop_630",8.7603256,50.8007037,"node/3755918421"
"474","Stop_631",8.7601306,50.8009395,"node/3755919025"
"475","Stop_632",8.7589104,50.8042944,"node/3755919043"
"476","Stop_633",8.7584017,50.8047265,"node/3755919044"
"477","Stop_634",8.7589411,50.8049682,"node/3755919045"
"478","Stop_635",8.7594478,50.8049921,"node/3755919046"
"479","Stop_636",8.7581762,50.7883466,"node/3759950659"
"480","Stop_637",8.7734738,50.8075873,"node/3759950706"
"481","Stop_638",8.7739527,50.8076123,"node/3759950712"
"482","Stop_640",8.7674767,50.7893258,"node/3763641588"
"483","Stop_641",8.7677831,50.7894177,"node/3763641589"
"484","Stop_642",8.7675323,50.7895934,"node/3763641590"
"485","Stop_643",8.7617005,50.8059445,"node/3764390059"
"486","Stop_647",8.7574382,50.8120527,"node/3784388522"
"487","Stop_648",8.7573579,50.8120761,"node/3784388523"
"488","Stop_649",8.764141,50.8134825,"node/3784388525"
"489","Stop_650",8.7642812,50.8135276,"node/3784388526"
"490","Stop_651",8.7644727,50.8135733,"node/3784388527"
"491","Stop_652",8.7643421,50.8135895,"node/3784388528"
"492","Stop_653",8.7697294,50.8144925,"node/3784388535"
"493","Stop_654",8.769204,50.8145053,"node/3784388536"
"494","Stop_655",8.7692625,50.814624,"node/3784388540"
"495","Stop_656",8.769089,50.8146542,"node/3784388541"
"496","Stop_660",8.6894955,50.8122464,"node/3802093571"
"497","Stop_661",8.7756673,50.8133901,"node/3811748590"
"498","Stop_662",8.7753125,50.8122222,"node/3811911076"
"499","Stop_663",8.7753234,50.8122416,"node/3811911078"
"500","Stop_664",8.7753507,50.8122966,"node/3811911081"
"501","Stop_665",8.7753569,50.812312,"node/3811911082"
"502","Stop_669",8.7484525,50.8161175,"node/3816343795"
"503","Stop_670",8.7483449,50.8161154,"node/3816343796"
"504","Stop_671",8.7511535,50.8166701,"node/3816343797"
"505","Stop_672",8.7645733,50.8065534,"node/3817886395"
"506","Stop_673",8.7646625,50.8065638,"node/3817886396"
"507","Stop_678",8.7490115,50.8010598,"node/3826364520"
"508","Stop_679",8.748935,50.8010751,"node/3826364521"
"509","Stop_684",8.8089037,50.8173899,"node/3843618319"
"510","Stop_685",8.8089689,50.8176211,"node/3843618324"
"511","Stop_686",8.8087284,50.7985509,"node/3844330498"
"512","Stop_687",8.8085112,50.7985656,"node/3844330499"
"513","Stop_695",8.7728601,50.8181892,"node/3857771844"
"514","Stop_696",8.7730946,50.8182099,"node/3857771848"
"515","Stop_697",8.7478746,50.8077604,"node/3861407956"
"516","Stop_698",8.7419032,50.8088105,"node/3861411158"
"517","Stop_699",8.7417091,50.8089946,"node/3861411159"
"518","Stop_700",8.7421117,50.8093482,"node/3861411167"
"519","Stop_701",8.7426899,50.8104427,"node/3861411173"
"520","Stop_702",8.7432743,50.8154147,"node/3861411213"
"521","Stop_703",8.7529621,50.8155104,"node/3861411215"
"522","Stop_704",8.748954,50.8204299,"node/3861411231"
"523","Stop_705",8.7357582,50.8016244,"Marburg"
"524","Stop_706",8.7499606,50.8012021,"node/3878229413"
"525","Stop_707",8.7419846,50.8022953,"node/3878229446"
"526","Stop_708",8.7593626,50.8020698,"node/3880427692"
"527","Stop_709",8.7590197,50.8021651,"node/3880427693"
"528","Stop_710",8.7592234,50.8023816,"node/3880427694"
"529","Stop_711",8.7591143,50.8027213,"node/3880427697"
"530","Stop_712",8.7591054,50.8027574,"node/3880427698"
"531","Stop_713",8.7591001,50.8027824,"node/3880427699"
"532","Stop_714",8.8076277,50.8119166,"Hans-Meerwein-Straße"
"533","Stop_715",8.7736616,50.8138834,"Bunsenstraße"
"534","Stop_716",8.7715621,50.8144007,"Elisabethkirche, A3"
"535","Stop_717",8.768593,50.8158324,"Elisabethstraße"
"536","Stop_718",8.7704485,50.8090832,"Oberstadt Markt"
"537","Stop_719",8.7703748,50.8090354,"Marktplatz (Marburger Schlossbahn)"
"538","Stop_720",8.7585879,50.808611,"Gisonenweg, B2"
"539","Stop_721",8.7665317,50.8098363,"Schloss (Marburger Schlossbahn)"
"540","Stop_722",8.7666104,50.8098212,"Schloss"
"541","Stop_723",8.7692584,50.8137483,"Steinweg (Marburger Schlossbahn)"
"542","Stop_724",8.7644662,50.8074538,"node/3894314439"
"543","Stop_725",8.7645521,50.8074764,"node/3894314440"
"544","Stop_726",8.7684223,50.8076052,"node/3894328696"
"545","Stop_727",8.7158668,50.8421314,"Michelbach"
"546","Stop_728",8.7666131,50.8079456,"Am Plan, B2"
"547","Stop_729",8.7668072,50.8079676,"Am Plan, A1"
"548","Stop_730",8.770188,50.8072413,"Garten des Gedenkens, A1"
"549","Stop_731",8.768988,50.8070721,"Gutenbergstraße, A1"
"550","Stop_732",8.7668791,50.8067802,"Gutenbergstraße, B2"
"551","Stop_733",8.7671818,50.8068168,"Gutenbergstraße, B4"
"552","Stop_734",8.7674531,50.806854,"Gutenbergstraße, B6"
"553","Stop_735",8.7686135,50.8076293,"Hanno-Drechsler-Platz"
"554","Stop_736",8.7680045,50.8069263,"node/3899099567"
"555","Stop_737",8.7718127,50.8077535,"Alte Universität"
"556","Stop_738",8.7755739,50.807754,"Erlenring, B2"
"557","Stop_739",8.774357,50.8104159,"Erwin-Piscator-Haus"
"558","Stop_740",8.7744305,50.8105458,"Erwin-Piscator-Haus"
"559","Stop_741",8.7726033,50.8086355,"Rudolphsplatz, B2"
"560","Stop_742",8.7598448,50.8012668,"Radestraße, A1"
"561","Stop_743",8.7599755,50.801117,"Radestraße, A3"
"562","Stop_744",8.7600809,50.8009975,"Radestraße, A5"
"563","Stop_745",8.7599454,50.8011524,"Radestraße, B2"
"564","Stop_746",8.7598172,50.8013013,"Radestraße, B4"
"565","Stop_747",8.7589629,50.8038405,"Wilhelmsplatz, A1"
"566","Stop_748",8.7589816,50.8036745,"Wilhelmsplatz, A3"
"567","Stop_749",8.758949,50.8039408,"Wilhelmsplatz, B2"
"568","Stop_750",8.758922,50.8041502,"Wilhelmsplatz, B4"
"569","Stop_751",8.7582289,50.8046614,"Wilhelmsplatz, C2"
"570","Stop_752",8.7595469,50.8054267,"Wilhelmsplatz, D1"
"571","Stop_753",8.7589834,50.8049892,"Wilhelmsplatz, D2"
"572","Stop_754",8.7695867,50.8039299,"Auf der Weide/AquaMar"
"573","Stop_755",8.7696989,50.8039852,"Auf der Weide/AquaMar"
"574","Stop_756",8.7624396,50.7977985,"Frankfurter Straße/Theater, B2"
"575","Stop_757",8.7624301,50.7991576,"Frankfurter Straße/Theater, C2"
"576","Stop_758",8.76477,50.8009283,"Friedrichstraße"
"577","Stop_759",8.7653772,50.8015522,"Friedrichstraße"
"578","Stop_760",8.7612416,50.7966086,"Gisselberger Straße, A1"
"579","Stop_761",8.7613172,50.7967039,"Gisselberger Straße, B2"
"580","Stop_762",8.7653377,50.7966144,"Konrad-Adenauer-Brücke"
"581","Stop_763",8.7687514,50.7952404,"Rollwiesenweg"
"582","Stop_764",8.7677602,50.7904618,"Stadtbüro, A3"
"583","Stop_765",8.7667221,50.7899957,"Stadtbüro, B2"
"584","Stop_766",8.767725,50.7903119,"Stadtbüro, B4"
"585","Stop_767",8.7635279,50.7949337,"Südbahnhof, A1"
"586","Stop_768",8.7632694,50.7949698,"Südbahnhof, A5"
"587","Stop_769",8.7631576,50.7949803,"Südbahnhof, A7"
"588","Stop_770",8.7635148,50.7949072,"Südbahnhof, B2"
"589","Stop_771",8.7637065,50.7951839,"Südbahnhof, B4"
"590","Stop_772",8.7618748,50.795043,"Südbahnhof-West"
"591","Stop_773",8.7619813,50.7951505,"Südbahnhof-West"
"592","Stop_774",8.7718972,50.7867867,"Kreishaus, A1"
"593","Stop_775",8.7730738,50.7855677,"Kreishaus, B2"
"594","Stop_776",8.7747599,50.7861881,"Kreishaus, B4"
"595","Stop_777",8.8056549,50.8163655,"Universitätsklinikum, A1"
"596","Stop_778",8.7544929,50.7955097,"Am Herrenfeld"
"597","Stop_779",8.7536671,50.7956561,"Am Herrenfeld"
"598","Stop_780",8.7254087,50.7988406,"Neuhöfe"
"599","Stop_781",8.7635411,50.8063952,"Philippshaus"
"600","Stop_782",8.7638933,50.8064578,"Philippshaus"
"601","Stop_783",8.7382807,50.7912727,"Platz der Weissen Rose"
"602","Stop_784",8.7108719,50.7763624,"node/3899785826"
"603","Stop_785",8.7447092,50.7948671,"node/3899785856"
"604","Stop_786",8.7298351,50.7967808,"node/3899786579"
"605","Stop_787",8.7765669,50.8072721,"node/3899786586"
"606","Stop_788",8.7003281,50.7788412,"Steingasse"
"607","Stop_790",8.7524844,50.7914506,"Stephan-Niderehe-Straße"
"608","Stop_791",8.7612407,50.8064998,"Sybelstraße, A1"
"609","Stop_792",8.7624257,50.8068394,"Sybelstraße, A3"
"610","Stop_793",8.7629463,50.8069765,"Sybelstraße, B2"
"611","Stop_794",8.7610942,50.8064484,"Sybelstraße, B4"
"612","Stop_795",8.753324,50.8024652,"Taubenweg"
"613","Stop_796",8.7537193,50.8026607,"Taubenweg"
"614","Stop_797",8.7552554,50.7936453,"Willy-Mock-Straße"
"615","Stop_798",8.7574841,50.794657,"Willy-Mock-Straße"
"616","Stop_809",8.760042,50.8366428,"node/3912178321"
"617","Stop_810",8.7604309,50.8376146,"node/3912178324"
"618","Stop_811",8.7602568,50.8377862,"node/3912178325"
"619","Stop_812",8.7605204,50.8378078,"node/3912178326"
"620","Stop_813",8.7708023,50.8073357,"Garten des Gedenkens, B2"
"621","Stop_814",8.7733925,50.8184423,"Hauptbahnhof, A5"
"622","Stop_815",8.7736639,50.8188613,"Hauptbahnhof, B4"
"623","Stop_816",8.774324,50.8174239,"Marburg, Hauptbahnhof (Fernbushaltestelle)"
"624","Stop_817",8.7766037,50.8157691,"Ortenbergcenter"
"625","Stop_818",8.7783498,50.8193502,"Hauptbahnhof Ost / Ortenbergsteg, B2"
"626","Stop_819",8.7777985,50.8195898,"Hauptbahnhof Ost / Ortenbergsteg, B4"
"627","Stop_820",8.7644941,50.8096542,"Carl-Duisberg-Haus, A1"
"628","Stop_821",8.7586451,50.8085925,"Gisonenweg, A1"
"629","Stop_822",8.7800513,50.8124893,"Ludwig-Schüler-Park, A1"
"630","Stop_823",8.779955,50.8125306,"Ludwig-Schüler-Park, B2"
"631","Stop_824",8.7807209,50.808805,"Uni-Bibliothek, B2"
"632","Stop_825",8.7624058,50.7978364,"node/3938495652"
"633","Stop_826",8.7777721,50.8072692,"node/3938495653"
"634","Stop_828",8.7692961,50.839513,"node/3947704895"
"635","Stop_829",8.7690853,50.8395446,"node/3947704896"
"636","Stop_830",8.7691524,50.839668,"node/3947704898"
"637","Stop_831",8.7800632,50.7853114,"node/3954149178"
"638","Stop_832",8.7165916,50.7835217,"Cyriaxweimar Cyriaxstraße"
"639","Stop_833",8.7267567,50.797072,"node/3964041539"
"640","Stop_839",8.7650692,50.7835367,"Umgehungsstraße/Im Rudert"
"641","Stop_840",8.7650653,50.7835944,"Umgehungsstraße/Im Rudert"
"642","Stop_841",8.7642843,50.7710285,"Zum Neuen Hieb"
"643","Stop_842",8.7642843,50.7710927,"Zum Neuen Hieb"
"644","Stop_844",8.7626126,50.7725333,"node/4073835798"
"645","Stop_846",8.74406,50.7941135,"Graf-von-Stauffenberg-Straße"
"646","Stop_847",8.7747935,50.8233044,"node/4109906218"
"647","Stop_848",8.7747881,50.823323,"node/4109906219"
"648","Stop_849",8.7747834,50.8233349,"node/4109906220"
"649","Stop_850",8.7789915,50.8066502,"Kurt-Schumacher-Brücke"
"650","Stop_851",8.7789713,50.8067563,"Kurt-Schumacher-Brücke"
"651","Stop_852",8.805529,50.8045993,"Botanischer Garten"
"652","Stop_853",8.7914543,50.8001863,"Hölderlinstraße"
"653","Stop_854",8.7613243,50.8124869,"node/4235491419"
"654","Stop_855",8.7614184,50.8125202,"node/4235491420"
"655","Stop_1025",8.7007683,50.7786747,"node/3377836590"
"656","Stop_1026",8.7003281,50.7788412,"node/3899786589"
"657","Stop_1032",8.6898668,50.7871867,"node/2076137025"
"658","Stop_1034",8.6962245,50.7817017,"node/244501982"
"659","Stop_1038",8.6894955,50.8122464,"node/3802093571"
"660","Stop_1039",8.7048392,50.7782143,"node/244501992"
"661","Stop_1040",8.7075253,50.7774167,"node/244501995"
"662","Stop_1041",8.7032699,50.7784564,"node/3377836582"
"663","Stop_1042",8.7122179,50.7778413,"node/2785211960"
"664","Stop_1043",8.7108719,50.7763624,"node/3899785826"
"665","Stop_1044",8.7138851,50.7858879,"node/1699517046"
"666","Stop_1045",8.716595,50.7834678,"node/2412145753"
"667","Stop_1046",8.7165916,50.7835217,"node/3964041519"
"668","Stop_1047",8.7500458,50.7703835,"node/30107288"
"669","Stop_1048",8.7503581,50.7722708,"node/30107292"
"670","Stop_1049",8.750226,50.7725554,"node/30107293"
"671","Stop_1050",8.75017,50.7724055,"node/1836218519"
"672","Stop_1051",8.7500627,50.7723714,"node/3220299554"
"673","Stop_1052",8.7502808,50.7724422,"node/3220299557"
"674","Stop_1053",8.7502158,50.7725845,"node/3220299963"
"675","Stop_1054",8.7502862,50.7753308,"node/30107297"
"676","Stop_1055",8.7383658,50.7925557,"node/1833805599"
"677","Stop_1056",8.7384067,50.7927163,"node/3715374304"
"678","Stop_1057",8.738088,50.7927608,"node/3715374317"
"679","Stop_1058",8.7382807,50.7912727,"node/3899785822"
"680","Stop_1059",8.7430885,50.7935398,"node/2144234676"
"681","Stop_1060",8.7518638,50.7910429,"node/1699517116"
"682","Stop_1061",8.7521827,50.7911221,"node/2507703714"
"683","Stop_1062",8.7520524,50.7909652,"node/2677967673"
"684","Stop_1063",8.7520462,50.7912158,"node/2677967676"
"685","Stop_1064",8.7515468,50.7897411,"node/3563173015"
"686","Stop_1065",8.7512979,50.7898134,"node/3563173020"
"687","Stop_1066",8.7515821,50.7899505,"node/3563173025"
"688","Stop_1067",8.7513891,50.7900412,"node/3563173028"
"689","Stop_1068",8.7515724,50.7901702,"node/3563173038"
"690","Stop_1069",8.7522228,50.7911685,"node/3563173064"
"691","Stop_1070",8.7521181,50.7912373,"node/3563173067"
"692","Stop_1071",8.7524844,50.7914506,"node/3899786592"
"693","Stop_1072",8.7552554,50.7936453,"node/3899786599"
"694","Stop_1073",8.7254087,50.7988406,"node/3899785819"
"695","Stop_1074",8.7267567,50.797072,"node/3964041539"
"696","Stop_1075",8.7324918,50.7977347,"node/3598570819"
"697","Stop_1076",8.7298351,50.7967808,"node/3899786579"
"698","Stop_1077",8.7361461,50.7984935,"node/1929540437"
"699","Stop_1078",8.7357582,50.8016244,"node/3878229376"
"700","Stop_1079",8.7379001,50.8031146,"node/2128250122"
"701","Stop_1080",8.7379287,50.8033288,"node/2128250133"
"702","Stop_1081",8.742355,50.8023232,"node/2923648784"
"703","Stop_1082",8.7379189,50.8032402,"node/2923648785"
"704","Stop_1083",8.7419846,50.8022953,"node/3878229446"
"705","Stop_1084",8.7446334,50.7947574,"node/508077068"
"706","Stop_1085",8.7457395,50.7952474,"node/1832557731"
"707","Stop_1086",8.7446953,50.7948484,"node/2143164867"
"708","Stop_1087",8.7446801,50.7948271,"node/2650671031"
"709","Stop_1088",8.7447092,50.7948671,"node/3899785856"
"710","Stop_1089",8.74406,50.7941135,"node/4105726466"
"711","Stop_1090",8.7542809,50.7999927,"node/1881648736"
"712","Stop_1091",8.7520036,50.7964653,"node/1887321584"
"713","Stop_1092",8.7532332,50.7969051,"node/1970703247"
"714","Stop_1093",8.7511645,50.7973496,"node/2107770087"
"715","Stop_1094",8.7509434,50.7976432,"node/2107770088"
"716","Stop_1095",8.7523167,50.7985667,"node/2107770089"
"717","Stop_1096",8.7525103,50.7986558,"node/2107770090"
"718","Stop_1097",8.7539604,50.7996906,"node/2107770094"
"719","Stop_1098",8.7539729,50.7956026,"node/2441209827"
"720","Stop_1099",8.7530793,50.798969,"node/2554602329"
"721","Stop_1100",8.7544929,50.7955097,"node/3899785810"
"722","Stop_1101",8.7536671,50.7956561,"node/3899785811"
"723","Stop_1102",8.7463604,50.8055483,"node/370212826"
"724","Stop_1103",8.744533,50.8064249,"node/803881682"
"725","Stop_1104",8.7489645,50.8010683,"node/1832523767"
"726","Stop_1105",8.748704,50.8033547,"node/1832523921"
"727","Stop_1106",8.7428149,50.8023272,"node/1903161996"
"728","Stop_1107",8.7479212,50.8014077,"node/1924327756"
"729","Stop_1108",8.7490115,50.8010598,"node/3826364520"
"730","Stop_1109",8.748935,50.8010751,"node/3826364521"
"731","Stop_1110",8.7534582,50.8025342,"node/472419246"
"732","Stop_1111",8.7546493,50.8002798,"node/2106390003"
"733","Stop_1112",8.7499606,50.8012021,"node/3878229413"
"734","Stop_1113",8.753324,50.8024652,"node/3899786597"
"735","Stop_1114",8.7537193,50.8026607,"node/3899786598"
"736","Stop_1115",8.7343862,50.8112698,"node/270157596"
"737","Stop_1116",8.7410925,50.8097294,"node/1832547091"
"738","Stop_1117",8.7415154,50.8089332,"node/2481735541"
"739","Stop_1118",8.7418414,50.8091394,"node/2481735547"
"740","Stop_1119",8.7416814,50.8089677,"node/2481750441"
"741","Stop_1120",8.7418484,50.8088283,"node/2994494563"
"742","Stop_1121",8.7419032,50.8088105,"node/3861411158"
"743","Stop_1122",8.7417091,50.8089946,"node/3861411159"
"744","Stop_1123",8.7421117,50.8093482,"node/3861411167"
"745","Stop_1124",8.7476623,50.8078455,"node/2994494562"
"746","Stop_1125",8.7478746,50.8077604,"node/3861407956"
"747","Stop_1126",8.7426899,50.8104427,"node/3861411173"
"748","Stop_1127",8.7483978,50.8161161,"node/1708111903"
"749","Stop_1128",8.7484525,50.8161175,"node/3816343795"
"750","Stop_1129",8.7483449,50.8161154,"node/3816343796"
"751","Stop_1130",8.7432743,50.8154147,"node/3861411213"
"752","Stop_1131",8.75142,50.8164815,"node/1634138007"
"753","Stop_1132",8.7530387,50.8154298,"node/2474192106"
"754","Stop_1133",8.752998,50.8154751,"node/2677971374"
"755","Stop_1134",8.7511908,50.816518,"node/2677971375"
"756","Stop_1135",8.7513337,50.8165298,"node/2677971376"
"757","Stop_1136",8.7511883,50.8166388,"node/2677971378"
"758","Stop_1137",8.7511556,50.8165016,"node/3650160012"
"759","Stop_1138",8.7511535,50.8166701,"node/3816343797"
"760","Stop_1139",8.7529621,50.8155104,"node/3861411215"
"761","Stop_1140",8.7642843,50.7710285,"node/4022384696"
"762","Stop_1141",8.7642843,50.7710927,"node/4022384697"
"763","Stop_1142",8.7626126,50.7725333,"node/4073835798"
"764","Stop_1143",8.7651477,50.7749162,"node/422865683"
"765","Stop_1144",8.7651489,50.774949,"node/430378579"
"766","Stop_1145",8.7657774,50.7748231,"node/455231771"
"767","Stop_1146",8.7684104,50.7774793,"node/1831164723"
"768","Stop_1147",8.7680717,50.7775809,"node/2589244855"
"769","Stop_1148",8.7655098,50.7747204,"node/2730955354"
"770","Stop_1149",8.7674532,50.7793785,"node/2925075936"
"771","Stop_1150",8.7651499,50.7749807,"node/3569582697"
"772","Stop_1151",8.7695638,50.7789226,"node/2589244856"
"773","Stop_1152",8.7735154,50.7784629,"node/2925075934"
"774","Stop_1153",8.781698,50.776504,"node/428421643"
"775","Stop_1154",8.7650752,50.783501,"node/506291063"
"776","Stop_1155",8.7681514,50.7816091,"node/702474105"
"777","Stop_1156",8.7660601,50.7863417,"node/2074469663"
"778","Stop_1157",8.7673706,50.7862131,"node/2154583615"
"779","Stop_1158",8.7655553,50.7807363,"node/2730955363"
"780","Stop_1159",8.7673059,50.7862533,"node/3713928829"
"781","Stop_1160",8.7670863,50.7863741,"node/3713928847"
"782","Stop_1161",8.7667206,50.7865696,"node/3713928856"
"783","Stop_1162",8.7663148,50.7865779,"node/3713928858"
"784","Stop_1163",8.7665646,50.7868464,"node/3713928896"
"785","Stop_1164",8.7650692,50.7835367,"node/4022384692"
"786","Stop_1165",8.7650653,50.7835944,"node/4022384694"
"787","Stop_1166",8.7603276,50.788111,"node/454244430"
"788","Stop_1167",8.7580905,50.7884684,"node/1094571413"
"789","Stop_1168",8.759569,50.7881003,"node/1699517068"
"790","Stop_1169",8.7557352,50.7891975,"node/1831948868"
"791","Stop_1170",8.7582313,50.7884542,"node/2677967670"
"792","Stop_1171",8.7603324,50.7880024,"node/3569232127"
"793","Stop_1172",8.7599825,50.7880479,"node/3569232128"
"794","Stop_1173",8.7603842,50.7880807,"node/3569232130"
"795","Stop_1174",8.758265,50.7884196,"node/3569232158"
"796","Stop_1175",8.757756,50.7884384,"node/3569232165"
"797","Stop_1176",8.7579558,50.7885053,"node/3569232171"
"798","Stop_1177",8.7579711,50.7885337,"node/3569232174"
"799","Stop_1178",8.7581762,50.7883466,"node/3759950659"
"800","Stop_1179",8.7671697,50.7878844,"node/469995803"
"801","Stop_1180",8.7669466,50.7877689,"node/1758773350"
"802","Stop_1181",8.7667712,50.7898369,"node/1831059655"
"803","Stop_1182",8.7672321,50.7895113,"node/2524394689"
"804","Stop_1183",8.767354,50.7877107,"node/2524408872"
"805","Stop_1184",8.76706,50.7875852,"node/2677967661"
"806","Stop_1185",8.7674839,50.789361,"node/2677968839"
"807","Stop_1186",8.7666532,50.7902915,"node/2887556992"
"808","Stop_1187",8.7677204,50.789432,"node/3563173004"
"809","Stop_1188",8.7672939,50.789498,"node/3563173005"
"810","Stop_1189",8.767524,50.7895472,"node/3563173007"
"811","Stop_1190",8.7674767,50.7893258,"node/3763641588"
"812","Stop_1191",8.7677831,50.7894177,"node/3763641589"
"813","Stop_1192",8.7675323,50.7895934,"node/3763641590"
"814","Stop_1193",8.7677602,50.7904618,"node/3899396568"
"815","Stop_1194",8.7667221,50.7899957,"node/3899396569"
"816","Stop_1195",8.767725,50.7903119,"node/3899396570"
"817","Stop_1196",8.7705186,50.7813048,"node/1868477557"
"818","Stop_1197",8.7736036,50.786322,"node/2154583624"
"819","Stop_1198",8.7733488,50.7863684,"node/2154583627"
"820","Stop_1199",8.7736379,50.7863747,"node/3623267271"
"821","Stop_1200",8.7718972,50.7867867,"node/3899414742"
"822","Stop_1201",8.7730738,50.7855677,"node/3899414743"
"823","Stop_1202",8.7747599,50.7861881,"node/3899414744"
"824","Stop_1203",8.7787503,50.7855003,"node/178811063"
"825","Stop_1204",8.7788555,50.7846764,"node/403369575"
"826","Stop_1205",8.7800849,50.7852946,"node/469995794"
"827","Stop_1206",8.779035,50.7848751,"node/2154583573"
"828","Stop_1207",8.7789446,50.7849454,"node/2154583581"
"829","Stop_1208",8.7787619,50.7847663,"node/2522478081"
"830","Stop_1209",8.7791283,50.7847981,"node/2522478083"
"831","Stop_1210",8.7788111,50.7846555,"node/3623267230"
"832","Stop_1211",8.7791353,50.7846599,"node/3623267231"
"833","Stop_1212",8.7790855,50.7848969,"node/3623267234"
"834","Stop_1213",8.7790459,50.784953,"node/3623267235"
"835","Stop_1214",8.7800632,50.7853114,"node/3954149178"
"836","Stop_1215",8.7787508,50.7910907,"node/1838292308"
"837","Stop_1216",8.778094,50.7893271,"node/2925038258"
"838","Stop_1217",8.783415,50.7747242,"node/428421653"
"839","Stop_1219",8.8021073,50.7715686,"node/370854488"
"840","Stop_1220",8.7820535,50.7866581,"node/469995790"
"841","Stop_1221",8.7883386,50.7917706,"node/3627067807"
"842","Stop_1222",8.7889535,50.7916627,"node/872104965"
"843","Stop_1223",8.7609016,50.7962901,"node/550521410"
"844","Stop_1224",8.7620881,50.7989714,"node/1832464905"
"845","Stop_1225",8.7572139,50.7945383,"node/2509801889"
"846","Stop_1226",8.7569383,50.7945475,"node/2509801890"
"847","Stop_1227",8.7611537,50.7962993,"node/2510771450"
"848","Stop_1228",8.7610855,50.7964319,"node/2677968840"
"849","Stop_1229",8.760838,50.7962522,"node/2961621362"
"850","Stop_1230",8.7612221,50.7962571,"node/2961621363"
"851","Stop_1231",8.762037,50.7979223,"node/2961621387"
"852","Stop_1232",8.7620466,50.7979752,"node/2961621389"
"853","Stop_1233",8.7620199,50.7986738,"node/2961621396"
"854","Stop_1234",8.7618458,50.7989523,"node/2961621397"
"855","Stop_1235",8.7618077,50.7989987,"node/2961621398"
"856","Stop_1236",8.7621514,50.7990051,"node/2961621399"
"857","Stop_1237",8.7569237,50.7944046,"node/3563173197"
"858","Stop_1238",8.757253,50.7945556,"node/3563173199"
"859","Stop_1239",8.7569113,50.7945639,"node/3563173200"
"860","Stop_1240",8.7620522,50.7986,"node/3735006233"
"861","Stop_1241",8.7612416,50.7966086,"node/3899395943"
"862","Stop_1242",8.7613172,50.7967039,"node/3899395944"
"863","Stop_1243",8.7618748,50.795043,"node/3899396576"
"864","Stop_1244",8.7619813,50.7951505,"node/3899396577"
"865","Stop_1245",8.7574841,50.794657,"node/3899786600"
"866","Stop_1246",8.7645078,50.7967957,"node/60741877"
"867","Stop_1247",8.7659655,50.7965239,"node/60741878"
"868","Stop_1248",8.7638733,50.7964721,"node/62473807"
"869","Stop_1249",8.7621935,50.7977593,"node/1805507095"
"870","Stop_1250",8.7661676,50.7963751,"node/1831841118"
"871","Stop_1251",8.7686297,50.7969092,"node/2667719750"
"872","Stop_1252",8.7686445,50.7966845,"node/2677968844"
"873","Stop_1253",8.7633432,50.7945117,"node/2887556993"
"874","Stop_1254",8.7634256,50.7947807,"node/2900823832"
"875","Stop_1255",8.7662811,50.7964874,"node/2923728367"
"876","Stop_1256",8.7622485,50.7977943,"node/2961621381"
"877","Stop_1257",8.7623853,50.7978595,"node/2961621383"
"878","Stop_1258",8.7621638,50.7978505,"node/2961621384"
"879","Stop_1259",8.7622883,50.7980143,"node/2961621391"
"880","Stop_1260",8.7661529,50.7963474,"node/3563173220"
"881","Stop_1261",8.7658754,50.7965365,"node/3563173223"
"882","Stop_1262",8.7656949,50.7965589,"node/3563173225"
"883","Stop_1263",8.7633768,50.7949597,"node/3735006243"
"884","Stop_1264",8.7624396,50.7977985,"node/3899395939"
"885","Stop_1265",8.7624301,50.7991576,"node/3899395940"
"886","Stop_1266",8.7653377,50.7966144,"node/3899395945"
"887","Stop_1267",8.7635279,50.7949337,"node/3899396571"
"888","Stop_1268",8.7632694,50.7949698,"node/3899396572"
"889","Stop_1269",8.7631576,50.7949803,"node/3899396573"
"890","Stop_1270",8.7635148,50.7949072,"node/3899396574"
"891","Stop_1271",8.7637065,50.7951839,"node/3899396575"
"892","Stop_1272",8.7624058,50.7978364,"node/3938495652"
"893","Stop_1273",8.7593398,50.8052244,"node/310194848"
"894","Stop_1274",8.7582855,50.8046812,"node/513888398"
"895","Stop_1275",8.7581357,50.8046257,"node/513888471"
"896","Stop_1276",8.7593355,50.8021281,"node/1887321596"
"897","Stop_1277",8.7591067,50.8021957,"node/1887321598"
"898","Stop_1278",8.7592413,50.8023345,"node/1887321602"
"899","Stop_1279",8.7616243,50.8059159,"node/1912193686"
"900","Stop_1280",8.7616654,50.8059308,"node/1912193689"
"901","Stop_1281",8.7612196,50.806663,"node/1996076256"
"902","Stop_1282",8.7588478,50.8063867,"node/2018667131"
"903","Stop_1283",8.7572564,50.8015527,"node/2125642777"
"904","Stop_1284",8.7588171,50.8045319,"node/2544612945"
